"id","word","normalized_word","cefr_level","pos","pos_vi","phonetic","risk_score","flags","sense_count","meaning_length","primary_meaning_vi","meaning_vi","example_en","example_vi"
"25030","float","float","A2","noun","ngoại động từ","/float/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","24","594","cái phao","cái phao; phao cứu đắm; bè (gỗ...); mảng trôi (băng, rong...); bong bóng (cá); xe ngựa (chở hàng nặng); xe rước, xe diễu hành (không có mui để đặt các thứ lên mà rước khách, mà diễu hành); , ((thường) số nhiều) dãy đèn chiếu trước sân khấu; cánh (guồng, nước); cái bay; cái giũa có đường khía một chiều; sự nổi; nổi, trôi lềnh bềnh; lơ lửng; đỡ cho nổi (nước); bắt đầu, khởi công, khởi sự; lưu hành, lưu thông; sắp đến hạn trả; thoáng qua, phảng phất; thả trôi, làm nổi lên, đỡ nổi; làm ngập nước; truyền (tin đồn); bắt đầu khởi công, khởi sự (kế hoạch, công trình...); cổ động tuyên truyền cho","Attach the float and the weight to the fishing line, above the hook.",""
"25078","grace","grace","A2","noun","ngoại động từ","/greis/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","17","589","vẻ duyên dáng","vẻ duyên dáng, vẻ yêu kiều; vẻ uyển chuyển; vẻ phong nhã, vẻ thanh nhã; thái độ (trong khi làm việc gì); ơn huệ; sự trọng đãi, sự chiếu cố; sự gia hạn, sự cho hoãn (có tính chất gia ơn); sự miễn xá, sự khoan hồng, sự khoan dung; ơn trời, ơn Chúa; lời cầu nguyện (trước hay sau bữa ăn cơm); ngài (tiếng xưng hô với những người thuộc dòng quý tộc, với các giám mục...); nét hoa mỹ (trong bản nhạc, bài ca); sự cho phép dự thi (ở trường đại học); (The Graces) (thần thoại,thần học) thần Mỹ nữ; ăn nằm với nhau trước khi cưới; làm cho duyên dáng thêm; làm vinh dự, làm vẻ vang, ban vinh dự cho","The Princess brought grace to an otherwise dull and boring party.",""
"24421","ice","ice","A1","noun","nội động từ ((thường) + up)","/ais/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","21","586","băng nước đá","băng nước đá; kem; ,  (từ lóng) kim cương; thái độ trịnh trọng lạnh lùng; ,  (từ lóng) tiền đấm mõm cho cảnh sát (của bọn buôn lậu); tiền đút lót cho chủ rạp hát (để được phân phối nhiều vé hơn); làm tan băng; (nghĩa bóng) bắt đầu làm quen với nhau; phá bỏ cái không khí ngượng ngập dè dặt ban đầu; cut; có khả năng thành công; xếp lại, tạm gác lại, tạm ngừng hoạt động; vào tù, ở tù; trong hoàn cảnh nguy hiểm; làm đóng băng, làm đông lại; phủ băng; ướp nước đá, ướp lạnh (rượu...); phủ một lượt đường cô (mặt bánh); cho (một đội bóng gậy cong trên băng) ra đấu; đóng băng; bị phủ băng","Milton Keynes have yet to ice a team this season",""
"24229","dig","dig","A1","noun","nội động từ","/dig/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","25","585","sự đào","sự đào, sự bới, sự xới, sự cuốc (đất); sự thúc; cú thúc; sự chỉ trích cay độc; (thông tục) sự khai quật; ,  (thông tục) sinh viên học gạo; đào bới, xới, cuốc (đất...); thúc, án sâu, thọc sâu; moi ra, tìm ra; ,  (từ lóng) chú ý tới; ,  (từ lóng) hiểu rõ; đào bới, xới, cuốc; + into),  for moi móc, tìm tòi, nghiên cứu; ,  (thông tục) học gạo; đào (chân tường...) cho đổ xuống; moi móc, tìm tòi; đào lên, moi lên; thúc, ấn sâu, thọc (cái thúc ngựa, đầu mũi kiếm...); chôn vùi; đào ra, moi ra, khai quật; tìm ra; xới (đất); đào lên, bới lên (khoai...); ,  (từ lóng) nhận, lĩnh (tiền); pit","He guffawed and gave me a dig in the ribs after telling his latest joke.",""
"25166","jam","jam","A2","noun","nội động từ","/dʤæm/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","17","582","mứt","mứt; điều khoái trá, điều hết sức thú vị; sự kẹp chặt, sự ép chặt; sự ấn vào, sự tọng vào, sự nhồi nhét; đám đông chen chúc, đám đông tắc nghẽn; sự mắc kẹt, sự kẹt (máy...); tình hình khó khăn, tình thế khó xử, hoàn cảnh bế tắc; nhiễu (lúc thu); ép chặt, kẹp chặt; + into) ấn vào, tọng vào, nhồi nhét, nhồi chặt; làm tắc nghẽn (đường xá...); làm mắc kẹt, kẹt chặt, hãm kẹt lại; chêm, chèn; phá, làm nhiễu (một chương trình phát thanh, làn sóng...); bị chêm chặt, mắc kẹt, kẹt chặt (bộ phận máy...); bị ép chặt, bị xếp chật ních, bị nhồi chặt; ,  (từ lóng) ứng tác, ứng tấu (nhạc ja)","A traffic jam caused us to miss the game's first period.",""
"26928","draft","draft","B2","noun","ngoại động từ","/dræf /","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","18","579","cặn","cặn; nước vo gạo, nước rửa bát (để nấu cho lợn...); bã lúa mạch (sau khi ủ bia)[drɑ:ft]; bản phác thảo, bản phác hoạ, đồ án, sơ đồ thiết kế; bản dự thảo một đạo luật...); ,  (quân sự) chế độ quân dịch; sự lấy ra, sự rút (tiền...) ra (bằng ngân phiếu...); hối phiếu; phân đội, biệt phái, phân đội tăng cường; gió lò; sự kéo; sự vạch cỡ; cỡ vạch (dọc theo bờ đá để xây gờ...); phác thảo, phác hoạ; dự thảo (một đạo luật...); ,  (quân sự) bắt quân dịch, thực hiện chế độ quân dịch đối với; lấy ra, rút ra (một phân đội... để làm công tác biệt phái...); vạch cỡ (bờ đá, để xây gờ...)","She took a deep draft from the bottle of water.",""
"24459","knee","knee","A1","noun","ngoại động từ","/ni:/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","19","578","đầu gối","đầu gối; chỗ đầu gối quần; khuỷu, khớp xoay; chân quỳ hình thước thợ ((cũng) knee bracket); thanh (sắt, gỗ) uốn gãy góc; quỳ gối trước ai; chịu phục tùng ai, chịu khuất phục trước người nào; bắt ai phải quỳ gối, bắt ai phải đầu hàng; đứng dậy (sau khi quỳ); giúp đỡ ai, phụ tá ai; đỡ (một võ sĩ quyền Anh) cho quỳ xuống giữa hai hiệp đấu; quỳ gối; quỳ gối trước ai, quỵ luỵ ai, van nài ai; quỳ gối, quỵ luỵ, van nài, hạ mình; bỏ; còn chưa rõ, chưa biết, chưa chắc chắn; hích bằng đầu gối, đụng bằng đầu gối; làm chắc (khung...) bằng sắt thước thợ; làm phồng (quần) ở chỗ đầu gối","Penny was wearing a miniskirt, so she skinned her exposed knees when she fell.",""
"24306","file","file","A1","noun","nội động từ","/fail/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","23","570","cái giũa","cái giũa; thằng cha láu cá, thằng cha quay quắt; lấy thúng úp voi; lấy gậy chọc trời; giũa; gọt giũa; ô đựng tài liêu, hồ sơ; dây thép móc hồ sơ; hồ sơ, tài liệu; tập báo (xếp theo thứ tự); sắp xếp, sắp đặt (giấy má, thư từ...); đệ trình đưa ra (một văn kiện...), đưa (đơn...); hàng, dãy (người, vật); hàng quân; liên lạc viên; nhóm công tác hai người; rank; cho đi thành hàng; đi thành hàng; to file off; đi vào từng người một, đi vào thành hàng một, nối đuôi nhau đi vào; kéo đi thành hàng nối đuôi nhau; đi ra từng người một, đi ra thành hàng một, nối đuôi nhau đi ra","I'm going to delete these unwanted files to free up some disk space.",""
"24400","high","high","A1","adjective","danh từ","/hai/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","32","562","cao","cao; cao giá, đắt; lớn, trọng; tối cao, cao cấp; thượng, trên; cao quý, cao thượng, cao cả; mạnh, dữ dội, mãnh liệt, giận dữ; sang trọng, xa hoa; kiêu kỳ, kiêu căng, hách dịch; vui vẻ phấn khởi; hăng hái; dũng cảm; cực đoan; hơi có mùi (thối), hơi ôi; đúng giữa; đến lúc; (+ on) ngà ngà say; horse; bị mắc cạn (tàu thuỷ); xa rời thực tế, không biết gì đến việc xung quanh (người); rope; Thượng đế; hand; cao, ở mức độ cao; lớn; mạnh mẽ, dữ dội, mãnh liệt; giận dữ; sang trọng, xa hoa; độ cao; điểm cao; quân bài cao nhất (đánh ra hay rút được); nơi cao, trời cao","It was one of the highs of his career.",""
"26004","edge","edge","B1","noun","nội động từ","/edʤ/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","27","560","lưỡi","lưỡi, cạnh sắc (dao...); tính sắc; bờ, gờ, cạnh (hố sâu...); rìa, lề (rừng, cuốn sách...); đỉnh, sống (núi...); knife-edge; tình trạng nguy khốn; lúc gay go, lúc lao đao; bực mình; dễ cáu; làm cho ai bực mình; làm cho ai gai người; làm cho ai ghê tởm; làm cho ăn mất ngon; làm cho đỡ đói; làm cho lý lẽ của ai mất sắc cạnh; mài sắc, giũa sắt; viền (áo...); làm bờ cho, làm gờ cho, làm cạnh cho; xen (cái gì, câu...) vào, len (mình...) vào; dịch dần vào; đi né lên, lách lên; từ từ dịch xa ra; đi xa ra; mài mỏng (lưỡi dao...); to edge away; thúc đẩy, thúc giục","I have the edge on him.",""
"24264","end","end","A1","noun","nội động từ","/end/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","36","558","giới hạn","giới hạn; đầu, đầu mút (dây...); đuôi; đáy (thùng...) đoạn cuối; mẩu thừa, mẩu còn lại; sự kết thúc; sự kết liễu, sự chết; kết quả; mục đích; wit; hoàn thành; bị kiệt quệ; tether; với một đầu quay vào (ai); deep; cuối cùng về sau; keep; chấm dứt; meet; vô cùng; rất nhiều; tuyệt diệu; liền, liên tục; thẳng đứng; đặt nối đàu vào nhau; chấm dứt, bãi bỏ; lộn ngược lại, trở đầu lại, quay ngược lại; world; kết thúc, chấm dứt; kết liễu, diệt; kết thúc, chấm dứt; đi đến chỗ, đưa đến kết quả là; kết luận, kết thúc; kết thúc bằng; cuối cùng sẽ làm việc gì; smoke","At the end of the road, turn left.",""
"24733","blood","blood","A2","noun","ngoại động từ","/blʌd/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","22","555","máu","máu, huyết; nhựa (cây); nước ngọt (hoa quả...); sự tàn sát, sự chém giết, sự đổ máu; tính khí; giống nòi, dòng dõi, họ hàng, gia đình; người lịch sự, người ăn diện ((thường) young blood); chính sách vũ lực tàn bạo; một giọt máu đào hơn ao nước lã; gây sự bất hoà giữa người nọ với người kia; nhận chìm trong máu; freeze; nổi nóng; làm cho ai nổi nóng; chủ tâm có suy tính trước; nhẫn tâm, lạnh lùng, không ghê tay (khi giết người); boit; cold; không thể nào làm mủi lòng kẻ nhẫn tâm được; trích máu; luyện cho (chó săn) thích máu; xúi giục, kích động (ai)","The cultists gathered around a chalice of blood.",""
"24145","case","case","A1","noun","ngoại động từ","/keis/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","21","554","trường hợp","trường hợp, cảnh ngộ, hoàn cảnh, tình thế; trường hợp, ca; vụ; việc kiện, việc thưa kiện, kiện, việc tố tụng; cách; trong bất cứ tình huống nào, bất kỳ sự việc xảy ra như thế nào; nếu; trong trường hợp; đối với trường hợp của, về trường hợp của; không phải như thế, không đúng như thế; có chứng cớ là mình đúng; chứng tỏ là mình đúng; bênh vực ai, bào chữa cho ai; cứ cho rằng là, giả dụ; trình bày lý lẽ của mình; hộp, hòm, ngăn, túi, vỏ (đồng hồ); hộp chữ in (có từng ngăn); chữ thường; chữ hoa; bao, bọc; bỏ vào hòm, bỏ vào bao, bỏ vào túi, bỏ vào bọc","For a change, in this case, he was telling the truth.",""
"25105","heat","heat","A2","noun","nội động từ ((thường) + up)","/hi:t/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","26","552","hơi nóng","hơi nóng, sức nóng; sự nóng; nhiệt; sự nóng bức, sự nóng nực; trạng thái bừng bừng (của cơ thể); trạng thái viêm tấy; vị cay (ớt...); sự nóng chảy, sự giận dữ; sự nổi nóng, sự nồng nhiệt, sự hăng hái; sự động đực; sự cố gắng một mạch, sự làm một mạch; cuộc đấu, cuộc đua; sự nung; ,  (từ lóng) sự tăng cường thi hành luật pháp; sự tăng cường điều tra; sự thúc ép, sự cưỡng ép; đốt nóng, nung nóng; làm nóng, làm bừng bừng; làm nổi giận; làm nổi nóng; kích thích, kích động; làm sôi nổi lên; nung; nóng lên, trở nên nóng; nổi nóng, nổi giận; sôi nổi lên","This furnace puts out 5000 BTUs of heat. That engine is really throwing off some heat. Removal of heat from the liquid caused it to turn into a solid.",""
"26756","crack","crack","B2","noun","nội động từ","/kræk/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","19","549","cừ","cừ, xuất sắc; quất (roi) đét đét; búng (ngón tay) kêu tanh tách, bẻ (đốt ngón tay) kêu răng rắc; làm nứt, làm rạn, làm vỡ, kẹp vỡ; làm rạn một cái tách; làm tổn thương; làm crackinh (dầu hoả...); kêu răng rắc, kêu đen đét, nổ giòn; nứt nẻ, rạn nứt, vỡ, gãy ((nghĩa đen) & (nghĩa bóng)); nói chuyện vui, nói chuyện phiếm; ,  (từ lóng) đàn áp thẳng tay; tán dương, ca ngợi (ai); vỡ nợ, phá sản; kiệt sức; khoe khoang, khoác lác, huênh hoang, nói phách; mở một chai rượu uống hết với ai; đào ngạch vào ăn trộm, nạy cửa vào ăn trộm; nói đùa một câu; nut","A large crack had formed in the roadway.",""
"24312","first","first","A1","adjective","danh từ","/fə:st/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","30","549","thứ nhất","thứ nhất; đầu tiên; quan trọng nhất; cơ bản; trực tiếp; từ ban đầu, từ cái nhìn ban đầu; thoạt nhìn ((cũng) at first view); thoạt nhìn; blush; mới đầu; sang số 1; làm việc gì trước tiên; ngã lộn đầu xuống; trước tiên, trước hết; trước; đầu tiên, lần đầu; thà; đầu tiên và trước hết; nói chung; come; trước hết; trước hết; chẳng chóng thì chày; người đầu tiên, người thứ nhất; vật đầu tiên, vật thứ nhất; ngày mùng một; buổi đầu, lúc đầu; hàng loại đặc biệt (bơ, bột); ,  (kỹ thuật) số một (máy nổ...); ngày mồng một tháng chín (mở đầu mùa săn gà gô)","He was the first to complete the course.",""
"24338","full","full","A1","adjective","ngoại động từ","/ful/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","25","545","đầy","đầy, đầy đủ, nhiều, tràn trề, tràn ngập, chan chứa; chật, đông, chật ních, hết chỗ ngồi (rạp hát, xe buýt...); no, no nê; hết sức, ở mức độ cao nhất; tròn, đầy đặn, nở nang (đàn bà); giữa, hoàn toàn, trọn vẹn, đầy đủ; lùng nhùng, phồng, xếp nhiều nếp (quần áo...); thịnh soạn; chính thức; thuần (giống...); ruột (anh em...); đậm, thẫm (màu sắc); chói (ánh sáng); sang sảng (tiếng); tự phụ, tự mãn; ngã sóng soài; lúc sôi nổi nhất, lúc hăng say nhất; lúc náo nhiệt nhất; rất; hoàn toàn; đúng, trúng; quá; toàn bộ; điểm cao nhất; chuội và hồ (vải)","The jugs were full to the point of overflowing.",""
"24456","kiss","kiss","A1","noun","ngoại động từ","/kis/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","19","545","cái hôn","cái hôn; sự chạm nhẹ (của hai hòn bi-a đang lăn); kẹo bi đường; hôn trộm; của ăn vụng bao giờ cũng ngon; hôn; chạm khẽ, chạm lướt (sóng, gió); chạm nhẹ (những hòn bi đang lăn); hôn để làm cho nín khóc; làm lành hoà giải với nhau; hôn quyển kinh thánh khi làm lễ tuyên thệ; tự hạ mình, khúm núm quỵ luỵ; bị giết; hôn tạm biệt, hôn chia tay; phủ phục, quỳ mọp xuống (để tạ ơn...); bị đánh bại, bị hạ, bị đánh gục; vẫy vẫy gửi với một cái hôn tay với ai; hôn tay (vua... khi nhậm chức hoặc khi yết kiến...); nhẫn nhục chịu đựng trừng phạt nhục hình","His ball kissed the black into the corner pocket.",""
"24305","fight","fight","A1","noun","ngoại động từ","/fait/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","19","542","sự đấu tranh","sự đấu tranh, sự chiến đấu; trận đánh, cuộc chiến đấu; sự mâu thuẫn, sự lục đục; khả năng chiến đấu; tính hiếu chiến, máu hăng; kháng cự lại, chống cự lại; đấu tranh, chiến đấu, đánh nhau; đấu tranh, chiến đấu, đánh, tiến hành đấu tranh trong (vụ kiện, vụ tranh chấp...); tranh luận (một vấn đề gì); điều kiện (quân, tàu) trong trận đánh; cho (gà...) chọi nhau; cho (võ sĩ...) giao đấu; đánh bại, đè bẹp; đấu tranh đến cùng; làm cho ra lý lẽ; đánh lui; đấu tranh để giải quyết một vấn đề gì; tránh xa ai; đấu tranh để vươn lên trong cuộc sống","A wounded animal will fight like a maniac, relentless, savage and murderous.",""
"24215","dark","dark","A1","adjective","danh từ","/dɑ:k/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","22","541","tối","tối, tối tăm, tối mò; mù mịt, u ám; ngăm ngăm đen, đen huyền; thẫm sẫm (màu); mờ mịt, mơ hồ, không rõ ràng, không minh bạch; tối tăm, dốt nát, ngu dốt; bí mật, kín đáo, không ai hay biết gì, không cho ai biết điều gì; buồn rầu, chán nản, bi quan; đen tối, ám muội; ghê tởm, nham hiểm, cay độc; thời kỳ Trung cổ; đêm trường Trung cổ; Châu phi; horse; bóng tối, chỗ tối; lúc đêm tối, lúc trời tối; chỗ tối; màu tối (trên một bức hoạ); sự tối tăm, sự ngu dốt; sự không biết gì; lúc trăng non; làm một việc mạo hiểm liều lĩnh, nhắm mắt nhảy liều","The room was too dark for reading.",""
"25943","discount","discount","B1","noun","ngoại động từ","/'diskaunt/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","13","541","sự bớt","sự bớt, sự giảm, sự trừ (do trả tiền ngay hoặc trả tiền mặt); tiền bớt, tiền trừ, tiền chiết khấu; sự trừ hao (về mức độ xác thực của một câu chuyện, một bản tin...); hạ giá, giảm giá; không được chuộng; giảm giá, bớt giá, chiết khấu (do trả tiền ngay hoặc trả tiền mặt); bản hạ giá; dạm bán hạ giá; trừ hao (về mức độ xác thực của một câu chuyện, một bản tin...); không kể đến, không đếm xỉa đến, không để ý đến; coi nhẹ, đánh giá thấp tầm quan trọng của; sớm làm mất tác dụng (một tin tức...); trường hợp không may đó đã được dự tính trước","This store offers discounts on all its wares. That store specializes in discount wares, too.",""
"24146","cat","cat","A1","noun","nội động từ","/kæt/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","22","540","con mèo","con mèo; thú thuộc giống mèo (sư tử, hổ, báo...); mụ đàn bà nanh ác; đứa bé hay cào cấu; đòn kéo neo ((cũng) cat head); roi chín dài (để tra tấn) ((cũng) cat o-nine-tails); con khăng (để chơi đanh khăng); tắt đèn nhà ngói cũng như nhà tranh; kẻ trở mặt, kẻ phản bội; điều bí mật đã bị tiết lộ rồi; ,  (từ lóng) tư bản kếch xù, tài phiệt; giết hại lẫn nhau; let; rain; đợi gió xoay chiều, đợi gió chiều nào thì theo chiều ấy; room; trở mặt; thay đổi ý kiến (lúc lâm nguy); phản hồi; kéo (neo) lên đòn kéo neo; đánh bằng roi chín dài; nôn mửa","The weather was cat, so they returned home early.",""
"24454","kill","kill","A1","verb","danh từ","/kil/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","21","533","giết","giết, giết chết, làm chết, diệt ((nghĩa đen) & (nghĩa bóng)); ngả, giết làm thịt (một con bò...); tắt (máy...); làm át, làm lấp (tiếng...); làm tiêu tan, làm hết (hy vọng...); làm khỏi, trừ diệt (bệnh, đau...); làm thất bại, làm hỏng; bác bỏ; làm phục lăn, làm choáng người, làm thích mê, làm cười vỡ bụng; gây tai hại, làm chết dở; bạt một cú quyết định (quần vợt); chận đứng (bóng đá); ăn mòn; giết, giết chết; giết thịt được; giết sạch, tiêu diệt; giết dần, giết mòn; bird; cười vỡ bụng; sự giết; thú giết được (trong cuộc đi săn)","The assassin liked to make a clean kill, and thus favored small arms over explosives.",""
"24298","feed","feed","A1","noun","nội động từ","/fi:d/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","20","528","sự ăn","sự ăn, sự cho ăn; cỏ, đồng cỏ; suất lúa mạch, suất cỏ khô (cho ngựa); bữa ăn, bữa chén; chất liệu, sự cung cấp, chất liệu (cho máy móc); đạn (ở trong súng), băng đạn; cho ăn (người, súc vật); cho (trâu, bò...) đi ăn cỏ; nuôi nấng, nuôi cho lớn; nuôi (hy vọng); làm tăng (cơn giận...); dùng (ruộng) làm đồng cỏ; cung cấp (chất liệu cho máy...); ,  (từ lóng) nhắc bằng vĩ bạch (giữa hai diễn viên); chuyền (bóng, cho đồng đội sút làm bàn); ăn, ăn cơm; ăn cỏ (súc vật); dựa vào sự giúp đỡ của ai; sống bằng thức ăn gì; đã chán ngấy","They sell feed, riding helmets, and everything else for horses.",""
"25048","frame","frame","A2","noun","nội động từ","/freim/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","20","526","cấu trúc","cấu trúc, cơ cấu; hệ thống, thứ tự; trạng thái; khung (ảnh, cửa, xe...), sườn (tàu, nhà...); thân hình, tầm vóc; ảnh (trong một loại ảnh truyền hình); lồng kính (che cây cho ấm); khung rửa quặng; khung; dàn xếp, bố trí, bố cục, dựng lên; điều chỉnh, làm cho hợp; lắp, chắp; hư cấu (một truyện), tưởng tượng, nghĩ ra; trình bày (một lý thuyết); phát âm (từng từ một); đặt vào khung; lên khung, dựng khung; đầy triển vọng ((thường) to frame well); ,  (từ lóng) mưu hại (ai); bịa, làm giả, gian lận (kết quả một cuộc tuyển cử...)","Now that the frame is complete, we can start on the walls.",""
"24419","hurry","hurry","A1","noun","nội động từ","/'hʌri/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","15","525","sự vội vàng","sự vội vàng, sự hấp tấp, sự hối hả, sự gấp rút; sự sốt ruột (muốn làm vội việc gì, mong có cái gì ngay...); vội vàng, hối hả, gấp rút; sốt ruột; dễ dàng; vui lòng, sãn lòng; thúc giục, giục làm gấp; bắt làm gấp; làm gấp, làm mau, làm vội vàng, xúc tiến nhanh (một công việc gì...); + away,  along,  out,  into...) mang gấp đi, kéo vội đi, đưa vội đi, đẩy vội; hành động vội vàng, hành động hấp tấp, làm gấp; đi gấp, đi vội vàng; đi vội vàng, hấp tấp ra đi; làm vội làm vàng cho xong việc (việc gì); làm gấp, tiến hành gấp rút","Why are you in such a big hurry?",""
"25608","boom","boom","B1","noun","nội động từ","/bu:m/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","19","523","sào căng buồm","sào căng buồm; hàng rào gỗ nổi (chắn cửa sông, cửa cảng); cần (máy trục); xà dọc (cánh máy bay); tiếng nổ đùng đùng (súng); tiếng gầm (sóng); tiếng oang oang; tiếng kêu vo vo; nổ đùng đùng (súng); nói oang oang; kêu vo vo, kêu vo ve (sâu bọ); sự tăng vọt (giá cả); sự phất trong (buôn bán...); sự nổi tiếng thình lình (nhờ quảng cáo rùm beng); thành phố phát triển nhanh; quảng cáo rùm beng (cho một mặt hàng gì mới...); tăng vọt (giá cả); phất (công việc buôn bán...); thình lình trở nên nổi tiếng (nhờ quảng cáo rùm beng)","The boom of the surf.",""
"24182","cold","cold","A1","adjective","danh từ","/kould/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","19","522","lạnh","lạnh, lạnh lẽo, nguội; phớt lạnh, lạnh lùng, lạnh nhạt, hờ hững, không nhiệt tình; làm chán nản, làm thất vọng, nhạt nhẽo, không có gì thú vị; yếu, khó ngửi thấy (màu, hơi con thú đang bị săn đuổi); mát (màu sắc); blood; đối xử lạnh nhạt với ai, hờ hững với ai; nắm trong tay số phận của ai; bắt ai thế nào cũng phải chịu; làm cho ai sợ khiếp; water; sự lạnh nhạt, sự lạnh lẽo; sự cảm lạnh; nhức đầu sổ mũi; cảm ho; bị bỏ rơi không có ai chăm sóc đến; bị xa lánh; bị đối xử nhạt nhẽo thờ ơ; sống một mình, cô độc hiu quạnh","A cold wind whistled through the trees.",""
"25065","gas","gas","A2","noun","nội động từ","/gæs/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","18","522","khí","khí; khí thắp, hơi đốt; khí tê (dùng khi chữa răng) ((cũng) laughing gas); hơi độc, hơi ngạt; khí nổ (mỏ, than); ,  (thông tục) dầu xăng; chuyện rỗng tuếch không đâu vào đâu, chuyện tầm phào; chuyện huyên hoang khoác lác; step; cung cấp khí thấp, cung cấp hơi đốt (cho một căn buồng); hơ (chỉ, sợi...) qua đèn khí (cho hết lông tơ); thắp sáng bằng đén khí; thả hơi độc, thả hơi ngạt, làm ngạt bằng hơi độc; lừa bịp (ai) bằng những lời huênh hoang khoác lác; xì hơi; nói dông dài; nói chuyện tầm phào; huyên hoang khoác lác","A lot of gas had escaped from the cylinder.",""
"25329","part","part","A2","noun","phó từ","/pɑ:t/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","29","521","phần","phần, bộ phận, tập (sách); bộ phận cơ thể; phần việc, nhiệm vụ; vai, vai trò; lời nói của một vai kịch; bản chép lời của một vai kịch; nơi, vùng; phía, bè; bè; tài năng; về phần tôi; phần lớn, phần nhiều; một phần, phần nào; về phía; parcel; loại từ; không chấp nhất điều gì; không phật ý về việc gì; tham gia vào; chia thành từng phần, chia làm đôi; rẽ ra, tách ra, tách làm đôi; phân phối, chia phần (cái gì); rẽ ra, tách ra, đứt; chia tay, từ biệt, ra đi; chết; bỏ, lìa bỏ; brass; cắt đắt quan hệ bầu bạn với; một phần","to do one’s part",""
"25384","pour","pour","A2","verb","danh từ","/pɔ:/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","16","521","rót","rót, đổ, giội, trút; thổ lộ, bộc lộ, trút ra; đổ, chảy tràn; + down) mưa như trút; đổ ra, rót ra, làm chảy tràn ra; chảy tràn ra (nước...); tuôn ra, phun ra (những lời chửi rủa...), trút ra (cơn giận...); toả ra, làm lan ra (hương thơm...); bắn (đạn) như mưa; đổ ra, lũ lượt (đám đông...); đổ vào, trào vào, đổ dồn về, trào về; lũ lượt đổ về (đám đông); lấy lời lẽ nhẹ nhàng mà khuyên nhủ cho an tâm (mà làm nguôi cơn giận...); phúc bất trùng lai hoạ vô đơn chí; trận mưa như trút; mẻ chảy (mẻ gang, thép... chảy ở lò ra)","The bartender's inexpert pour left me with a pint of beer that was half foam.",""
"26511","bolt","bolt","B2","noun","phó từ","/boult/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","30","518","cái sàng","cái sàng, máy sàng; cái rây; sàng; rây; điều tra; xem xét; mũi tên; cái then, cái chốt cửa; bó (mây, song); súc (giấy, vải...); chớp; tiếng sét; bu-lông; sự chạy trốn; sự chạy lao đi; việc xảy ra bất thình lình; tiếng sét ngang tai; vị trí chốt; chạy trốn; cố gắng hết sức; đóng cửa bằng then, cài chốt; ngốn, nuốt chửng, ăn vội; chạy trốn; chạy lao đi; lồng lên (ngựa); ,  (chính trị) ly khai (đảng); không ủng hộ đường lối của đảng; đóng chốt cửa nhốt ai; đóng chốt cửa không cho ai vào; rất thẳng, thẳng như mũi rên","The problem's solution struck him like a bolt from the blue.",""
"24127","buy","buy","A1","verb","danh từ","/bai/","7","POS_MISMATCH | MANY_SENSES | LONG_MEANING","18","515","mua","mua; trã bằng giá; đạt được, được (cái gì bằng một sự hy sinh nào đó); mua chuộc, đút lót, hối lộ (ai); mua lại (cái gì mình đã bán đi); mua trữ; mua lại đồ của mình với giá cao nhất (trong cuộc bán đấu giá); mua chức tước; xuỳ tiền ra để được gia nhập (một tổ chức...); mua cổ phần (của công ty...); đấm mồm, đút lót; trả tiền (cho ai) để người ta bỏ chức vị hay tài sản; mua chuộc, đút lót; mua sạch, mua nhẫn, mua toàn bộ; pig; tớ xin chịu, tớ không biết (để trả lời một câu đố, hay một câu hỏi); sự mua; vật mua","At only $30, the second-hand kitchen table was a great buy.",""
