"id","word","pos","cefr_level","before_quiz_meaning_vi","after_quiz_meaning_vi","before_meaning_vi","after_meaning_vi","confidence","changed_fields","pos_verification","examples_json","correction_notes"
"25224","mad","adjective","A2","điên","tức giận","điên; bực bội","tức giận","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adjective"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa tính từ 'tức giận' được sử dụng nhất quán trong cả 10 ví dụ.""}","[{""meaning_vi"":""tức giận"",""example_en"":""He was mad at his brother."",""example_vi"":""Anh ấy đã rất tức giận với em trai mình.""},{""meaning_vi"":""tức giận"",""example_en"":""She got mad when she heard the news."",""example_vi"":""Cô ấy đã tức giận khi nghe tin đó.""},{""meaning_vi"":""tức giận"",""example_en"":""Don't be mad at me."",""example_vi"":""Đừng tức giận với tôi.""},{""meaning_vi"":""tức giận"",""example_en"":""He was mad because he lost his phone."",""example_vi"":""Anh ấy đã tức giận vì làm mất điện thoại.""},{""meaning_vi"":""tức giận"",""example_en"":""The teacher was mad at the noisy students."",""example_vi"":""Giáo viên đã tức giận với những học sinh ồn ào.""},{""meaning_vi"":""tức giận"",""example_en"":""She is still mad about what happened."",""example_vi"":""Cô ấy vẫn còn tức giận về những gì đã xảy ra.""},{""meaning_vi"":""tức giận"",""example_en"":""He looked mad when he arrived."",""example_vi"":""Anh ấy trông có vẻ tức giận khi đến nơi.""},{""meaning_vi"":""tức giận"",""example_en"":""They were mad at each other."",""example_vi"":""Họ đã tức giận với nhau.""},{""meaning_vi"":""tức giận"",""example_en"":""I was mad that I missed the bus."",""example_vi"":""Tôi đã tức giận vì lỡ chuyến xe buýt.""},{""meaning_vi"":""tức giận"",""example_en"":""She was mad at the bad service."",""example_vi"":""Cô ấy đã tức giận vì dịch vụ tồi tệ.""}]","Đã tạo lại nghĩa tính từ 'tức giận' phù hợp với cấp độ A2."
"25227","major","adjective","A2","lớn","chính","lớn; trọng đại","chính","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adjective"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa tính từ 'chính' được sử dụng nhất quán trong cả 10 ví dụ.""}","[{""meaning_vi"":""chính"",""example_en"":""This is the major reason for the problem."",""example_vi"":""Đây là lý do chính cho vấn đề này.""},{""meaning_vi"":""chính"",""example_en"":""The major road is closed for repairs."",""example_vi"":""Con đường chính đang bị đóng để sửa chữa.""},{""meaning_vi"":""chính"",""example_en"":""He has a major role in the play."",""example_vi"":""Anh ấy có một vai trò chính trong vở kịch.""},{""meaning_vi"":""chính"",""example_en"":""The major city is very crowded."",""example_vi"":""Thành phố chính rất đông đúc.""},{""meaning_vi"":""chính"",""example_en"":""We have a major exam tomorrow."",""example_vi"":""Chúng tôi có một kỳ thi chính vào ngày mai.""},{""meaning_vi"":""chính"",""example_en"":""The major goal is to finish on time."",""example_vi"":""Mục tiêu chính là hoàn thành đúng hạn.""},{""meaning_vi"":""chính"",""example_en"":""There is a major change in the plan."",""example_vi"":""Có một thay đổi chính trong kế hoạch.""},{""meaning_vi"":""chính"",""example_en"":""The major part of the work is done."",""example_vi"":""Phần chính của công việc đã được hoàn thành.""},{""meaning_vi"":""chính"",""example_en"":""She lives in a major town."",""example_vi"":""Cô ấy sống ở một thị trấn chính.""},{""meaning_vi"":""chính"",""example_en"":""The major issue is the lack of money."",""example_vi"":""Vấn đề chính là sự thiếu hụt tiền bạc.""}]","Đã tạo lại nghĩa tính từ 'chính' phù hợp với cấp độ A2."
"25234","mark","noun","A2","dấu","dấu vết","dấu; điểm số; vết; mục tiêu","dấu vết","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa danh từ 'dấu vết' được sử dụng nhất quán trong cả 10 ví dụ.""}","[{""meaning_vi"":""dấu vết"",""example_en"":""There was a black mark on the wall."",""example_vi"":""Có một dấu vết màu đen trên tường.""},{""meaning_vi"":""dấu vết"",""example_en"":""He left a mark on the table."",""example_vi"":""Anh ấy đã để lại một dấu vết trên bàn.""},{""meaning_vi"":""dấu vết"",""example_en"":""The pen left a mark on my shirt."",""example_vi"":""Chiếc bút đã để lại một dấu vết trên áo tôi.""},{""meaning_vi"":""dấu vết"",""example_en"":""She tried to clean the mark off the floor."",""example_vi"":""Cô ấy đã cố gắng làm sạch dấu vết trên sàn nhà.""},{""meaning_vi"":""dấu vết"",""example_en"":""The mud left a mark on his shoes."",""example_vi"":""Bùn đã để lại một dấu vết trên giày của anh ấy.""},{""meaning_vi"":""dấu vết"",""example_en"":""I can see a small mark on the paper."",""example_vi"":""Tôi có thể thấy một dấu vết nhỏ trên giấy.""},{""meaning_vi"":""dấu vết"",""example_en"":""The accident left a mark on the car."",""example_vi"":""Vụ tai nạn đã để lại một dấu vết trên xe hơi.""},{""meaning_vi"":""dấu vết"",""example_en"":""There is a red mark on her arm."",""example_vi"":""Có một dấu vết màu đỏ trên cánh tay cô ấy.""},{""meaning_vi"":""dấu vết"",""example_en"":""He made a mark with his pencil."",""example_vi"":""Anh ấy đã tạo một dấu vết bằng bút chì của mình.""},{""meaning_vi"":""dấu vết"",""example_en"":""The water left a mark on the wood."",""example_vi"":""Nước đã để lại một dấu vết trên gỗ.""}]","Đã tạo lại nghĩa danh từ 'dấu vết' phù hợp với cấp độ A2."
"25235","market","noun","A2","chợ","chợ","chợ; thị trường; giá thị trường","chợ","high","meaning_vi | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa danh từ 'chợ' được sử dụng nhất quán trong cả 10 ví dụ.""}","[{""meaning_vi"":""chợ"",""example_en"":""We go to the market every Sunday."",""example_vi"":""Chúng tôi đi chợ vào mỗi Chủ nhật.""},{""meaning_vi"":""chợ"",""example_en"":""The market is very busy today."",""example_vi"":""Chợ hôm nay rất đông đúc.""},{""meaning_vi"":""chợ"",""example_en"":""She bought fresh fruit at the market."",""example_vi"":""Cô ấy đã mua trái cây tươi ở chợ.""},{""meaning_vi"":""chợ"",""example_en"":""The market opens early in the morning."",""example_vi"":""Chợ mở cửa sớm vào buổi sáng.""},{""meaning_vi"":""chợ"",""example_en"":""He works at the local market."",""example_vi"":""Anh ấy làm việc tại chợ địa phương.""},{""meaning_vi"":""chợ"",""example_en"":""There are many shops in the market."",""example_vi"":""Có rất nhiều cửa hàng trong chợ.""},{""meaning_vi"":""chợ"",""example_en"":""The market is closed on holidays."",""example_vi"":""Chợ đóng cửa vào các ngày lễ.""},{""meaning_vi"":""chợ"",""example_en"":""I met my friend at the market."",""example_vi"":""Tôi đã gặp bạn mình ở chợ.""},{""meaning_vi"":""chợ"",""example_en"":""The market sells many different things."",""example_vi"":""Chợ bán rất nhiều thứ khác nhau.""},{""meaning_vi"":""chợ"",""example_en"":""We walked through the market together."",""example_vi"":""Chúng tôi đã đi dạo qua chợ cùng nhau.""}]","Đã tạo lại nghĩa danh từ 'chợ' phù hợp với cấp độ A2."
"25237","marry","verb","A2","cưới","kết hôn","cưới; kết hôn; lấy","kết hôn","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""verb"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa động từ 'kết hôn' được sử dụng nhất quán trong cả 10 ví dụ.""}","[{""meaning_vi"":""kết hôn"",""example_en"":""They want to marry next year."",""example_vi"":""Họ muốn kết hôn vào năm tới.""},{""meaning_vi"":""kết hôn"",""example_en"":""She decided to marry him."",""example_vi"":""Cô ấy đã quyết định kết hôn với anh ấy.""},{""meaning_vi"":""kết hôn"",""example_en"":""They will marry in a small church."",""example_vi"":""Họ sẽ kết hôn trong một nhà thờ nhỏ.""},{""meaning_vi"":""kết hôn"",""example_en"":""He asked her to marry him."",""example_vi"":""Anh ấy đã cầu hôn cô ấy.""},{""meaning_vi"":""kết hôn"",""example_en"":""They are planning to marry in the summer."",""example_vi"":""Họ đang lên kế hoạch kết hôn vào mùa hè.""},{""meaning_vi"":""kết hôn"",""example_en"":""She is too young to marry."",""example_vi"":""Cô ấy còn quá trẻ để kết hôn.""},{""meaning_vi"":""kết hôn"",""example_en"":""They decided to marry after five years."",""example_vi"":""Họ đã quyết định kết hôn sau năm năm.""},{""meaning_vi"":""kết hôn"",""example_en"":""He wants to marry a kind person."",""example_vi"":""Anh ấy muốn kết hôn với một người tử tế.""},{""meaning_vi"":""kết hôn"",""example_en"":""They will marry in front of their family."",""example_vi"":""Họ sẽ kết hôn trước mặt gia đình mình.""},{""meaning_vi"":""kết hôn"",""example_en"":""It is a big step to marry someone."",""example_vi"":""Kết hôn với ai đó là một bước tiến lớn.""}]","Đã tạo lại nghĩa động từ 'kết hôn' phù hợp với cấp độ A2."
"25242","mean","adjective","A2","hèn hạ","xấu tính","hèn hạ; tầm thường; bủn xỉn","xấu tính","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adjective"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa 'xấu tính' là tính từ, tất cả 10 ví dụ đều dùng 'mean' để mô tả tính cách hoặc hành vi của người.""}","[{""meaning_vi"":""xấu tính"",""example_en"":""It was mean of him to laugh at her."",""example_vi"":""Anh ta thật xấu tính khi cười nhạo cô ấy.""},{""meaning_vi"":""xấu tính"",""example_en"":""Don't be so mean to your little brother."",""example_vi"":""Đừng xấu tính với em trai của con như vậy.""},{""meaning_vi"":""xấu tính"",""example_en"":""She felt mean for not sharing her toys."",""example_vi"":""Cô bé cảm thấy mình thật xấu tính vì đã không chia sẻ đồ chơi.""},{""meaning_vi"":""xấu tính"",""example_en"":""He is known for being mean to animals."",""example_vi"":""Anh ta nổi tiếng là người xấu tính với động vật.""},{""meaning_vi"":""xấu tính"",""example_en"":""It is mean to exclude people from the game."",""example_vi"":""Thật xấu tính khi loại người khác ra khỏi trò chơi.""},{""meaning_vi"":""xấu tính"",""example_en"":""She apologized for her mean behavior yesterday."",""example_vi"":""Cô ấy đã xin lỗi vì hành vi xấu tính của mình ngày hôm qua.""},{""meaning_vi"":""xấu tính"",""example_en"":""The teacher told the students not to be mean."",""example_vi"":""Giáo viên bảo các học sinh không được xấu tính.""},{""meaning_vi"":""xấu tính"",""example_en"":""He regretted saying such mean things to her."",""example_vi"":""Anh ấy hối hận vì đã nói những lời xấu tính như vậy với cô ấy.""},{""meaning_vi"":""xấu tính"",""example_en"":""Why are you being so mean today?"",""example_vi"":""Tại sao hôm nay bạn lại xấu tính như vậy?""},{""meaning_vi"":""xấu tính"",""example_en"":""It was a mean trick to play on a friend."",""example_vi"":""Đó là một trò đùa xấu tính đối với một người bạn.""}]","Đã tạo lại nghĩa tính từ 'xấu tính' phù hợp với trình độ A2."
"25247","mention","noun","A2","sự đề cập","sự đề cập","sự đề cập; sự kể ra","sự đề cập","high","meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa 'sự đề cập' là danh từ, tất cả 10 ví dụ đều dùng 'mention' như một danh từ.""}","[{""meaning_vi"":""sự đề cập"",""example_en"":""His mention of the problem was very helpful."",""example_vi"":""Sự đề cập của anh ấy về vấn đề này rất hữu ích.""},{""meaning_vi"":""sự đề cập"",""example_en"":""There was no mention of the price in the letter."",""example_vi"":""Không có sự đề cập nào về giá cả trong lá thư.""},{""meaning_vi"":""sự đề cập"",""example_en"":""She made a brief mention of her plans."",""example_vi"":""Cô ấy đã có một sự đề cập ngắn gọn về các kế hoạch của mình.""},{""meaning_vi"":""sự đề cập"",""example_en"":""The report includes a mention of the new policy."",""example_vi"":""Bản báo cáo bao gồm một sự đề cập về chính sách mới.""},{""meaning_vi"":""sự đề cập"",""example_en"":""I appreciate your kind mention of my work."",""example_vi"":""Tôi trân trọng sự đề cập tử tế của bạn về công việc của tôi.""},{""meaning_vi"":""sự đề cập"",""example_en"":""The book contains a mention of historical events."",""example_vi"":""Cuốn sách chứa đựng một sự đề cập về các sự kiện lịch sử.""},{""meaning_vi"":""sự đề cập"",""example_en"":""His name deserves a mention in the article."",""example_vi"":""Tên của anh ấy xứng đáng có một sự đề cập trong bài báo.""},{""meaning_vi"":""sự đề cập"",""example_en"":""The email had a mention of the meeting time."",""example_vi"":""Email đó có một sự đề cập về thời gian cuộc họp.""},{""meaning_vi"":""sự đề cập"",""example_en"":""She was pleased by the mention of her success."",""example_vi"":""Cô ấy cảm thấy hài lòng vì sự đề cập về thành công của mình.""},{""meaning_vi"":""sự đề cập"",""example_en"":""The document lacks a mention of the deadline."",""example_vi"":""Tài liệu thiếu một sự đề cập về hạn chót.""}]","Đã tạo lại nghĩa danh từ 'sự đề cập' phù hợp với trình độ A2."
"25249","metal","noun","A2","kim loại","kim loại","kim loại","kim loại","high","example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa 'kim loại' là danh từ, tất cả 10 ví dụ đều dùng 'metal' như một danh từ.""}","[{""meaning_vi"":""kim loại"",""example_en"":""This box is made of a strong metal."",""example_vi"":""Chiếc hộp này được làm từ một loại kim loại bền.""},{""meaning_vi"":""kim loại"",""example_en"":""Gold is a very valuable metal."",""example_vi"":""Vàng là một loại kim loại rất có giá trị.""},{""meaning_vi"":""kim loại"",""example_en"":""The gate is made of heavy metal."",""example_vi"":""Cánh cổng được làm bằng kim loại nặng.""},{""meaning_vi"":""kim loại"",""example_en"":""Iron is a common type of metal."",""example_vi"":""Sắt là một loại kim loại phổ biến.""},{""meaning_vi"":""kim loại"",""example_en"":""They recycle old metal to save resources."",""example_vi"":""Họ tái chế kim loại cũ để tiết kiệm tài nguyên.""},{""meaning_vi"":""kim loại"",""example_en"":""The sculpture is made of shiny metal."",""example_vi"":""Bức tượng được làm từ kim loại sáng bóng.""},{""meaning_vi"":""kim loại"",""example_en"":""Copper is a useful metal for electricity."",""example_vi"":""Đồng là một loại kim loại hữu ích cho điện.""},{""meaning_vi"":""kim loại"",""example_en"":""The tools are made of hard metal."",""example_vi"":""Các công cụ được làm từ kim loại cứng.""},{""meaning_vi"":""kim loại"",""example_en"":""Silver is a beautiful metal used in jewelry."",""example_vi"":""Bạc là một loại kim loại đẹp được dùng trong trang sức.""},{""meaning_vi"":""kim loại"",""example_en"":""The bridge is built with steel metal."",""example_vi"":""Cây cầu được xây dựng bằng kim loại thép.""}]","Đã tạo lại nghĩa danh từ 'kim loại' phù hợp với trình độ A2."
"25256","military","adjective","A2","quân đội","quân sự","quân đội; quân sự","quân sự","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adjective"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa 'quân sự' là tính từ, tất cả 10 ví dụ đều dùng 'military' để bổ nghĩa cho danh từ.""}","[{""meaning_vi"":""quân sự"",""example_en"":""He decided to join the military service."",""example_vi"":""Anh ấy quyết định tham gia nghĩa vụ quân sự.""},{""meaning_vi"":""quân sự"",""example_en"":""They live on a military base."",""example_vi"":""Họ sống trong một căn cứ quân sự.""},{""meaning_vi"":""quân sự"",""example_en"":""The government increased military spending."",""example_vi"":""Chính phủ đã tăng chi tiêu quân sự.""},{""meaning_vi"":""quân sự"",""example_en"":""She has a military background."",""example_vi"":""Cô ấy có nền tảng quân sự.""},{""meaning_vi"":""quân sự"",""example_en"":""The military parade was very impressive."",""example_vi"":""Cuộc diễu hành quân sự rất ấn tượng.""},{""meaning_vi"":""quân sự"",""example_en"":""He wears a military uniform."",""example_vi"":""Anh ấy mặc quân phục.""},{""meaning_vi"":""quân sự"",""example_en"":""They received military training last year."",""example_vi"":""Họ đã nhận được sự huấn luyện quân sự vào năm ngoái.""},{""meaning_vi"":""quân sự"",""example_en"":""The military aircraft flew over the city."",""example_vi"":""Chiếc máy bay quân sự đã bay qua thành phố.""},{""meaning_vi"":""quân sự"",""example_en"":""He is interested in military history."",""example_vi"":""Anh ấy quan tâm đến lịch sử quân sự.""},{""meaning_vi"":""quân sự"",""example_en"":""The military strategy was successful."",""example_vi"":""Chiến lược quân sự đó đã thành công.""}]","Đã tạo lại nghĩa tính từ 'quân sự' phù hợp với trình độ A2."
"25260","mistake","noun","A2","lỗi","sai lầm","lỗi; phạm sai lầm","sai lầm","high","primary_meaning_vi | meaning_vi | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa 'sai lầm' là danh từ, tất cả 10 ví dụ đều dùng 'mistake' như một danh từ.""}","[{""meaning_vi"":""sai lầm"",""example_en"":""I made a mistake in my homework."",""example_vi"":""Tôi đã mắc một sai lầm trong bài tập về nhà.""},{""meaning_vi"":""sai lầm"",""example_en"":""It was a big mistake to trust him."",""example_vi"":""Đó là một sai lầm lớn khi tin tưởng anh ta.""},{""meaning_vi"":""sai lầm"",""example_en"":""Everyone makes a mistake sometimes."",""example_vi"":""Ai cũng có lúc mắc sai lầm.""},{""meaning_vi"":""sai lầm"",""example_en"":""She realized her mistake immediately."",""example_vi"":""Cô ấy nhận ra sai lầm của mình ngay lập tức.""},{""meaning_vi"":""sai lầm"",""example_en"":""Don't worry about such a small mistake."",""example_vi"":""Đừng lo lắng về một sai lầm nhỏ như vậy.""},{""meaning_vi"":""sai lầm"",""example_en"":""He admitted his mistake to the teacher."",""example_vi"":""Anh ấy đã thừa nhận sai lầm của mình với giáo viên.""},{""meaning_vi"":""sai lầm"",""example_en"":""Learning from a mistake is important."",""example_vi"":""Học hỏi từ sai lầm là điều quan trọng.""},{""meaning_vi"":""sai lầm"",""example_en"":""The report contains a spelling mistake."",""example_vi"":""Bản báo cáo có một sai lầm về chính tả.""},{""meaning_vi"":""sai lầm"",""example_en"":""It was a honest mistake."",""example_vi"":""Đó là một sai lầm vô ý.""},{""meaning_vi"":""sai lầm"",""example_en"":""She corrected the mistake in the document."",""example_vi"":""Cô ấy đã sửa sai lầm trong tài liệu.""}]","Đã tạo lại nghĩa danh từ 'sai lầm' phù hợp với trình độ A2."
"25265","most","adverb","A2","nhiều nhất","nhất","nhiều nhất; hầu hết","nhất","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adverb"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa 'nhất' là phó từ, tất cả 10 ví dụ đều dùng 'most' để bổ nghĩa cho tính từ trong so sánh nhất.""}","[{""meaning_vi"":""nhất"",""example_en"":""This is the most beautiful place I have seen."",""example_vi"":""Đây là nơi đẹp nhất mà tôi từng thấy.""},{""meaning_vi"":""nhất"",""example_en"":""He is the most intelligent student in class."",""example_vi"":""Cậu ấy là học sinh thông minh nhất lớp.""},{""meaning_vi"":""nhất"",""example_en"":""That was the most exciting game ever."",""example_vi"":""Đó là trò chơi thú vị nhất từ trước đến nay.""},{""meaning_vi"":""nhất"",""example_en"":""She is the most helpful person I know."",""example_vi"":""Cô ấy là người hay giúp đỡ nhất mà tôi biết.""},{""meaning_vi"":""nhất"",""example_en"":""This is the most difficult task of all."",""example_vi"":""Đây là nhiệm vụ khó nhất trong tất cả.""},{""meaning_vi"":""nhất"",""example_en"":""It was the most interesting book I read."",""example_vi"":""Đó là cuốn sách thú vị nhất tôi từng đọc.""},{""meaning_vi"":""nhất"",""example_en"":""He is the most famous singer in the country."",""example_vi"":""Anh ấy là ca sĩ nổi tiếng nhất đất nước.""},{""meaning_vi"":""nhất"",""example_en"":""This is the most important rule to follow."",""example_vi"":""Đây là quy tắc quan trọng nhất cần tuân theo.""},{""meaning_vi"":""nhất"",""example_en"":""She is the most talented artist here."",""example_vi"":""Cô ấy là nghệ sĩ tài năng nhất ở đây.""},{""meaning_vi"":""nhất"",""example_en"":""That was the most delicious meal I had."",""example_vi"":""Đó là bữa ăn ngon nhất tôi từng dùng.""}]","Đã tạo lại nghĩa phó từ 'nhất' (dùng trong so sánh nhất) phù hợp với trình độ A2."
"25269","mug","noun","A2","cái ca","cái cốc","cái ca","cái cốc","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa 'cái cốc' là danh từ, tất cả 10 ví dụ đều dùng 'mug' như một danh từ.""}","[{""meaning_vi"":""cái cốc"",""example_en"":""She drank tea from a large mug."",""example_vi"":""Cô ấy uống trà từ một cái cốc lớn.""},{""meaning_vi"":""cái cốc"",""example_en"":""He broke his favorite coffee mug."",""example_vi"":""Anh ấy đã làm vỡ cái cốc cà phê yêu thích của mình.""},{""meaning_vi"":""cái cốc"",""example_en"":""I bought a new mug for my desk."",""example_vi"":""Tôi đã mua một cái cốc mới cho bàn làm việc của mình.""},{""meaning_vi"":""cái cốc"",""example_en"":""The mug is full of hot chocolate."",""example_vi"":""Cái cốc đầy sô-cô-la nóng.""},{""meaning_vi"":""cái cốc"",""example_en"":""She washed the dirty mug in the sink."",""example_vi"":""Cô ấy đã rửa cái cốc bẩn trong bồn rửa.""},{""meaning_vi"":""cái cốc"",""example_en"":""He put the mug on the table."",""example_vi"":""Anh ấy đặt cái cốc lên bàn.""},{""meaning_vi"":""cái cốc"",""example_en"":""This mug has a picture of a cat."",""example_vi"":""Cái cốc này có hình một con mèo.""},{""meaning_vi"":""cái cốc"",""example_en"":""She filled the mug with cold water."",""example_vi"":""Cô ấy đổ đầy nước lạnh vào cái cốc.""},{""meaning_vi"":""cái cốc"",""example_en"":""He dropped the mug on the floor."",""example_vi"":""Anh ấy làm rơi cái cốc xuống sàn.""},{""meaning_vi"":""cái cốc"",""example_en"":""The mug is made of ceramic."",""example_vi"":""Cái cốc được làm bằng gốm.""}]","Đã tạo lại nghĩa danh từ 'cái cốc' phù hợp với trình độ A2."
"25270","murder","noun","A2","tội giết người","vụ giết người","tội giết người; giết","vụ giết người","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa 'vụ giết người' là danh từ, tất cả 10 ví dụ đều dùng 'murder' như một danh từ.""}","[{""meaning_vi"":""vụ giết người"",""example_en"":""The police are investigating the murder."",""example_vi"":""Cảnh sát đang điều tra vụ giết người đó.""},{""meaning_vi"":""vụ giết người"",""example_en"":""He was accused of committing a murder."",""example_vi"":""Anh ta bị buộc tội thực hiện một vụ giết người.""},{""meaning_vi"":""vụ giết người"",""example_en"":""The news reported a murder in the city."",""example_vi"":""Tin tức đã đưa tin về một vụ giết người trong thành phố.""},{""meaning_vi"":""vụ giết người"",""example_en"":""She read a book about a mysterious murder."",""example_vi"":""Cô ấy đã đọc một cuốn sách về một vụ giết người bí ẩn.""},{""meaning_vi"":""vụ giết người"",""example_en"":""The witness saw the murder happen."",""example_vi"":""Nhân chứng đã nhìn thấy vụ giết người xảy ra.""},{""meaning_vi"":""vụ giết người"",""example_en"":""They solved the murder after many years."",""example_vi"":""Họ đã giải quyết vụ giết người sau nhiều năm.""},{""meaning_vi"":""vụ giết người"",""example_en"":""The murder shocked the whole community."",""example_vi"":""Vụ giết người đã gây sốc cho cả cộng đồng.""},{""meaning_vi"":""vụ giết người"",""example_en"":""He was found guilty of murder."",""example_vi"":""Anh ta bị kết tội giết người.""},{""meaning_vi"":""vụ giết người"",""example_en"":""The detective studied the murder scene."",""example_vi"":""Thám tử đã nghiên cứu hiện trường vụ giết người.""},{""meaning_vi"":""vụ giết người"",""example_en"":""There was a murder in the small village."",""example_vi"":""Đã có một vụ giết người ở ngôi làng nhỏ đó.""}]","Đã tạo lại nghĩa danh từ 'vụ giết người' phù hợp với trình độ A2."
"25272","mushroom","noun","A2","nấm","nấm","nấm; phát triển nhanh","nấm","high","meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Nghĩa 'nấm' là danh từ, tất cả 10 ví dụ đều dùng 'mushroom' như một danh từ.""}","[{""meaning_vi"":""nấm"",""example_en"":""She picked a mushroom in the forest."",""example_vi"":""Cô ấy đã hái một cây nấm trong rừng.""},{""meaning_vi"":""nấm"",""example_en"":""He added a mushroom to the salad."",""example_vi"":""Anh ấy đã thêm một cây nấm vào món salad.""},{""meaning_vi"":""nấm"",""example_en"":""This mushroom is safe to eat."",""example_vi"":""Cây nấm này an toàn để ăn.""},{""meaning_vi"":""nấm"",""example_en"":""They found a large mushroom under the tree."",""example_vi"":""Họ đã tìm thấy một cây nấm lớn dưới gốc cây.""},{""meaning_vi"":""nấm"",""example_en"":""The soup is made with mushroom."",""example_vi"":""Món súp được làm với nấm.""},{""meaning_vi"":""nấm"",""example_en"":""Be careful, that mushroom is poisonous."",""example_vi"":""Hãy cẩn thận, cây nấm đó có độc.""},{""meaning_vi"":""nấm"",""example_en"":""She bought some fresh mushroom at the market."",""example_vi"":""Cô ấy đã mua một ít nấm tươi ở chợ.""},{""meaning_vi"":""nấm"",""example_en"":""The mushroom grew quickly after the rain."",""example_vi"":""Cây nấm đã mọc nhanh chóng sau cơn mưa.""},{""meaning_vi"":""nấm"",""example_en"":""He cooked the mushroom with garlic."",""example_vi"":""Anh ấy đã nấu nấm với tỏi.""},{""meaning_vi"":""nấm"",""example_en"":""The pizza has mushroom on top."",""example_vi"":""Chiếc bánh pizza có nấm ở trên.""}]","Đã tạo lại nghĩa danh từ 'nấm' phù hợp với trình độ A2."
